date,Rat_education_Jeanne,Rat_education_Donnell,Rat_education_Matt,Rat_education_Alyson,Rat_education_Willy,Rat_education_Susana,Rat_public_Maxine,Rat_lodging_Lucille,Rat_office_Ashlee,Rat_education_Cinthia,Rat_education_Dianne,Rat_office_Chris,Rat_public_Lea,Rat_education_Gricelda,Rat_lodging_Lakisha
2016-03-29 13:00:00,44.35,89.64,78.4,71.78,75.53,11.38,179.37,4.12,58.36,69.49,177.82,850.2,48.2,14.22,0.2
2016-03-29 14:00:00,44.35,88.12,78.69,68.86,74.6,11.38,174.1,3.64,57.87,62.43,178.16,850.2,48.25,14.22,0.2
2016-03-29 15:00:00,44.35,87.96,69.19,66.03,65.47,11.41,173.91,3.72,58.97,60.3,154.43,850.2,49.09,14.22,0.24
2016-03-29 16:00:00,44.35,62.79,44.02,65.38,55.45,14.42,169.23,4.64,58.02,44.94,146.86,850.2,48.25,14.22,0.36
2016-03-29 17:00:00,44.35,54.29,37.66,65.6,52.96,14.52,164.58,4.68,51.6,44.56,136.76,850.2,45.65,14.22,0.48
2016-03-29 18:00:00,44.35,56.44,37.38,65.04,53.58,15.4,153.57,4.52,50.48,45.67,127.8,850.2,45.86,14.22,0.28
2016-03-29 19:00:00,44.35,54.58,37.55,62.92,54.62,16.58,137.13,4.4,46.21,84.25,126.81,850.2,51.85,14.22,0.76
2016-03-29 20:00:00,44.35,55.98,38.6,63.44,58.03,16.58,124.85,4.32,33.91,80.67,131.87,850.2,66.59,14.22,0.8
2016-03-29 21:00:00,44.35,55.08,38.35,63.12,58.36,16.71,112.25,4.72,32.94,68.74,125.65,850.2,66.46,14.22,0.88
2016-03-29 22:00:00,44.35,54.24,39.1,63.84,59.02,16.79,100.39,5.08,34.07,40.54,134.68,850.2,66.66,14.22,0.88
2016-03-29 23:00:00,44.35,55.06,38.71,64.15,58.49,16.78,101.06,5.12,34.5,39.49,144.0,850.2,66.8,14.22,1.24
2016-03-30 00:00:00,44.35,52.86,38.75,64.53,58.97,16.77,100.24,3.76,35.32,39.36,141.56,850.2,67.25,14.22,0.68
2016-03-30 01:00:00,44.35,53.17,39.29,64.89,58.94,16.72,99.71,3.72,35.1,39.28,133.61,850.2,68.18,14.22,0.8
2016-03-30 02:00:00,44.35,53.49,39.13,64.38,58.64,16.72,95.78,3.28,34.73,40.36,138.77,850.2,68.96,14.22,0.68
2016-03-30 03:00:00,44.35,53.09,39.1,63.91,59.0,16.66,96.9,3.04,34.53,42.88,143.23,850.2,69.42,14.22,0.64
2016-03-30 04:00:00,44.35,55.67,38.99,63.83,58.84,16.55,98.1,2.8,34.46,43.61,142.38,850.2,70.05,14.22,0.68
2016-03-30 05:00:00,44.35,54.83,38.67,63.36,58.69,16.62,101.11,2.84,35.19,42.99,139.87,850.2,71.27,14.22,0.76
2016-03-30 06:00:00,44.35,55.02,47.93,64.46,59.03,14.53,108.67,2.52,34.4,43.12,152.89,850.2,69.55,14.22,0.6
2016-03-30 07:00:00,44.35,81.54,65.96,73.22,63.62,14.42,117.65,2.56,47.83,44.35,168.17,850.2,50.76,14.22,0.68
2016-03-30 08:00:00,44.35,104.37,75.22,75.05,70.14,11.5,132.2,2.28,52.62,56.33,177.98,850.2,49.11,14.22,0.72
2016-03-30 09:00:00,44.35,107.66,89.44,73.35,70.06,11.42,149.48,2.76,53.96,56.91,174.63,850.2,48.96,14.22,0.8
2016-03-30 10:00:00,44.35,104.87,92.43,68.24,69.85,11.42,162.08,3.0,59.01,60.58,158.21,850.2,48.0,14.22,0.68
2016-03-30 11:00:00,44.35,105.29,94.13,69.25,68.45,11.4,169.64,3.12,62.08,64.13,155.79,850.2,47.97,14.22,0.72
2016-03-30 12:00:00,44.35,105.36,93.95,68.46,69.05,11.44,177.17,3.0,60.84,64.55,157.07,850.2,47.89,14.22,1.08
2016-03-30 13:00:00,44.35,107.16,93.76,67.84,69.44,11.4,184.2,2.6,61.17,62.95,148.17,850.2,49.95,14.22,1.04
2016-03-30 14:00:00,44.35,107.98,85.38,66.4,69.06,11.4,181.1,2.68,62.31,61.85,152.27,850.2,50.36,14.22,1.36
2016-03-30 15:00:00,44.35,105.41,74.1,63.28,64.41,11.42,175.46,2.52,63.9,62.24,136.97,850.2,49.46,14.22,1.28
2016-03-30 16:00:00,44.35,105.81,37.26,63.39,56.73,14.42,175.01,2.4,61.03,57.65,138.29,850.2,49.11,14.22,0.8
2016-03-30 17:00:00,44.35,105.46,35.59,62.7,54.5,14.5,166.85,2.88,57.51,44.27,135.08,850.2,49.15,14.22,0.32
2016-03-30 18:00:00,44.35,104.91,35.33,62.56,54.32,15.79,154.61,3.44,53.14,43.91,134.81,850.2,49.44,14.22,0.32
2016-03-30 19:00:00,44.35,98.01,35.54,61.92,55.66,16.59,138.27,4.16,49.99,81.92,130.79,850.2,55.35,14.22,0.04
2016-03-30 20:00:00,44.35,72.29,36.48,61.89,58.57,16.55,121.87,4.2,46.44,78.94,121.45,850.2,68.94,14.22,0.04
2016-03-30 21:00:00,44.35,69.92,36.97,62.62,58.66,16.58,110.3,4.4,33.71,69.44,124.84,850.2,69.5,14.22,0.04
2016-03-30 22:00:00,44.35,70.18,37.18,62.81,59.21,16.7,107.01,4.6,33.14,39.74,135.21,850.2,69.45,14.22,0.4
2016-03-30 23:00:00,44.35,69.44,37.29,63.07,56.66,16.68,100.61,3.96,33.65,39.63,142.01,850.2,69.54,14.22,1.6
2016-03-31 00:00:00,44.35,69.61,36.79,63.15,55.22,16.68,100.48,3.36,33.62,39.55,141.64,850.2,69.9,14.22,1.08
2016-03-31 01:00:00,44.35,69.66,36.84,63.21,54.87,16.67,103.83,3.76,34.67,40.33,141.3,850.2,69.67,14.22,1.28
2016-03-31 02:00:00,44.35,71.94,36.97,63.39,55.38,16.77,101.25,3.52,33.52,39.39,143.86,850.2,71.15,14.22,2.32
2016-03-31 03:00:00,44.35,69.6,36.8,62.85,55.59,16.95,102.46,2.92,33.87,39.64,142.52,850.2,69.44,14.22,2.52
2016-03-31 04:00:00,44.35,69.4,36.59,62.44,55.27,16.8,100.34,2.68,34.22,40.26,145.81,850.2,69.57,14.22,2.4
2016-03-31 05:00:00,44.35,70.1,35.99,61.86,54.33,16.74,105.64,2.76,33.21,39.58,141.46,850.2,70.62,14.22,2.16
2016-03-31 06:00:00,44.35,70.75,52.32,61.74,61.76,14.66,109.65,2.8,35.64,40.11,142.56,850.2,67.34,14.22,1.08
2016-03-31 07:00:00,44.35,67.37,61.88,58.15,60.69,14.72,132.21,2.2,46.06,43.47,173.48,850.2,50.24,14.22,0.88
2016-03-31 08:00:00,44.35,49.07,68.32,58.37,69.89,11.39,149.29,2.04,57.13,58.93,183.3,850.2,47.16,14.22,0.92
2016-03-31 09:00:00,44.35,49.78,77.77,58.42,74.76,11.18,175.97,2.2,61.69,58.63,172.89,850.2,47.02,14.22,0.92
2016-03-31 10:00:00,44.35,49.13,76.8,58.95,74.18,11.16,185.65,2.8,63.35,58.73,172.06,850.2,46.37,14.22,0.88
2016-03-31 11:00:00,44.35,49.4,76.68,57.11,72.3,11.16,193.94,2.56,66.66,63.17,172.76,850.2,46.27,14.22,1.28
2016-03-31 12:00:00,44.35,51.48,75.64,58.15,68.51,11.2,197.63,2.92,68.01,65.8,164.39,850.2,46.1,14.22,2.0
2016-03-31 13:00:00,44.35,50.88,84.71,56.5,68.36,11.18,206.13,2.88,60.15,64.15,163.32,850.2,48.52,14.22,1.8
2016-03-31 14:00:00,44.35,50.32,72.21,55.27,68.96,11.2,202.82,3.08,60.53,64.38,161.19,850.2,49.07,14.22,1.24
2016-03-31 15:00:00,44.35,27.38,47.28,55.27,66.16,11.21,202.43,3.16,62.99,63.49,156.31,850.2,48.79,14.22,1.76
2016-03-31 16:00:00,44.35,16.89,37.92,54.55,55.18,14.16,198.41,3.08,59.2,52.16,148.81,850.2,47.63,14.22,1.64
2016-03-31 17:00:00,44.35,16.26,37.0,53.99,53.59,14.41,188.21,3.0,54.76,51.41,144.94,850.2,46.98,14.22,1.88
2016-03-31 18:00:00,44.35,15.81,36.75,54.23,54.21,16.27,168.3,2.92,53.02,51.76,135.44,850.2,46.17,14.22,3.2
2016-03-31 19:00:00,44.35,18.18,37.67,54.14,55.93,16.66,151.51,3.0,49.44,83.05,132.54,850.2,53.67,14.22,5.12
2016-03-31 20:00:00,44.35,17.55,38.35,53.71,58.53,16.72,145.89,3.04,40.1,80.64,124.19,850.2,65.62,14.22,3.56
2016-03-31 21:00:00,44.35,16.99,38.02,53.88,58.62,16.78,133.0,3.76,38.11,69.89,132.37,850.2,65.85,14.22,3.0
2016-03-31 22:00:00,44.35,16.19,38.15,53.71,59.23,16.86,126.05,3.68,38.06,41.89,140.94,850.2,65.69,14.22,3.08
2016-03-31 23:00:00,44.35,15.15,38.32,54.56,59.17,16.92,120.86,3.44,37.58,41.25,149.61,850.2,65.63,14.22,1.96
2016-04-01 00:00:00,44.35,15.12,38.44,54.11,59.05,16.91,121.41,2.88,37.79,41.87,141.68,850.2,65.91,14.22,1.24
2016-04-01 01:00:00,44.35,17.27,38.55,54.32,59.07,16.91,119.17,2.68,38.12,41.54,147.37,850.2,65.9,14.22,3.32
2016-04-01 02:00:00,44.35,15.28,38.29,54.55,58.84,16.9,120.67,2.68,37.19,42.25,148.35,850.2,65.89,14.22,1.36
2016-04-01 03:00:00,44.35,15.34,38.47,54.15,58.9,16.84,120.16,2.48,37.65,42.43,149.22,850.2,66.01,14.22,0.96
2016-04-01 04:00:00,44.35,15.15,38.62,53.59,58.91,16.69,119.02,2.44,37.47,45.94,153.59,850.2,65.48,14.22,0.96
2016-04-01 05:00:00,44.35,16.8,38.41,53.09,58.63,16.63,123.05,2.32,38.32,45.37,148.81,850.2,65.35,14.22,0.96
2016-04-01 06:00:00,44.35,20.13,51.5,50.58,59.66,15.22,126.89,2.04,39.02,44.29,156.44,850.2,65.08,14.22,0.96
2016-04-01 07:00:00,44.35,86.58,57.83,52.31,62.81,14.54,135.07,2.08,49.81,45.79,172.52,850.2,46.13,14.22,0.96
2016-04-01 08:00:00,44.35,85.04,61.32,51.86,70.37,11.27,151.96,1.76,58.48,55.41,184.49,850.2,44.32,14.22,0.88
2016-04-01 09:00:00,44.35,84.05,79.67,51.66,73.79,11.2,168.95,2.12,70.65,56.19,161.01,850.2,44.03,14.22,0.84
2016-04-01 10:00:00,44.35,52.75,85.51,51.65,75.79,11.16,186.68,1.92,64.68,58.34,160.6,850.2,44.12,14.22,0.84
2016-04-01 11:00:00,44.35,23.94,85.86,50.98,74.95,11.17,187.54,2.2,60.06,59.55,153.52,850.2,46.24,14.22,0.84
2016-04-01 12:00:00,44.35,23.4,85.16,47.6,72.86,11.16,194.52,2.76,59.63,60.7,153.52,850.2,44.61,14.22,0.96
2016-04-01 13:00:00,44.35,24.16,84.72,47.61,76.21,11.15,199.03,2.6,59.26,64.79,138.48,850.2,44.01,14.22,1.8
2016-04-01 14:00:00,44.35,24.73,66.59,46.45,73.67,11.16,199.67,2.36,60.91,64.33,132.02,850.2,39.96,14.22,3.6
2016-04-01 15:00:00,44.35,9.61,34.19,46.34,70.21,11.19,199.63,2.76,62.85,62.77,120.18,850.2,38.82,14.22,1.24
2016-04-01 16:00:00,44.35,9.9,33.9,46.1,70.12,14.22,190.24,3.76,60.68,58.04,118.16,850.2,38.88,14.22,1.12
2016-04-01 17:00:00,44.35,10.37,33.76,46.35,64.24,14.28,176.76,3.4,57.51,50.78,103.49,850.2,39.15,14.22,0.96
2016-04-01 18:00:00,44.35,8.53,34.18,44.88,61.73,16.07,162.51,3.8,55.48,48.58,89.29,850.2,39.32,14.22,0.92
2016-04-01 19:00:00,44.35,8.83,34.15,45.3,57.43,16.82,152.65,3.2,52.25,81.22,96.09,850.2,46.79,14.22,1.04
2016-04-01 20:00:00,44.35,9.96,35.76,45.65,59.8,16.82,136.61,2.96,41.35,79.17,102.68,850.2,60.66,14.22,0.84
2016-04-01 21:00:00,44.35,9.4,34.96,44.77,59.81,16.72,125.07,3.6,40.5,66.02,86.66,850.2,59.75,14.22,0.84
2016-04-01 22:00:00,44.35,11.59,35.29,44.68,59.94,16.7,117.05,4.16,38.69,37.7,92.11,850.2,59.33,14.22,1.64
2016-04-01 23:00:00,44.35,7.92,35.13,45.85,59.72,16.72,109.3,3.8,39.89,37.35,115.48,850.2,59.38,14.22,2.4
2016-04-02 00:00:00,44.35,7.62,35.99,45.84,59.46,16.79,103.56,3.76,38.7,36.45,114.9,850.2,59.6,14.22,2.76
2016-04-02 01:00:00,44.35,7.5,44.17,45.77,58.47,16.8,101.17,3.24,38.81,36.64,108.25,850.2,59.83,14.22,2.68
2016-04-02 02:00:00,44.35,7.65,44.34,46.05,56.01,16.8,98.32,2.64,38.22,36.09,113.26,850.2,60.4,14.22,2.4
2016-04-02 03:00:00,44.35,7.62,44.34,45.98,56.08,16.82,95.1,2.28,38.38,36.53,117.66,850.2,60.57,14.22,1.92
2016-04-02 04:00:00,44.35,10.03,48.06,45.99,55.93,16.82,95.59,2.44,37.34,38.46,111.5,850.2,60.56,14.22,1.68
2016-04-02 05:00:00,44.35,7.84,49.35,46.0,56.66,16.78,95.17,2.2,37.06,37.87,108.17,850.2,60.59,14.22,1.4
2016-04-02 06:00:00,44.35,7.78,50.68,45.76,57.36,15.65,94.27,2.08,35.99,37.65,117.25,850.2,60.55,14.22,1.4
2016-04-02 07:00:00,44.35,14.71,41.97,46.4,55.61,14.5,93.49,2.44,36.92,34.5,132.75,850.2,46.7,14.22,1.12
2016-04-02 08:00:00,44.35,28.41,33.99,46.53,54.5,11.18,91.99,2.2,35.83,34.39,130.94,850.2,40.1,14.22,0.96
2016-04-02 09:00:00,44.35,26.85,34.27,45.66,55.48,11.13,93.81,2.32,35.46,32.28,150.34,850.2,39.93,14.22,0.96
2016-04-02 10:00:00,44.35,18.19,34.06,45.42,58.66,11.13,99.9,2.6,35.16,32.65,146.14,850.2,40.21,14.22,0.96
2016-04-02 11:00:00,44.35,11.88,33.84,45.83,58.0,11.15,98.07,2.88,35.61,32.64,146.13,850.2,40.16,14.22,1.16
2016-04-02 12:00:00,44.35,11.8,33.81,45.66,54.53,11.14,98.63,2.92,35.83,33.51,132.88,850.2,39.53,14.22,1.36
2016-04-02 13:00:00,44.35,8.9,33.63,45.63,52.78,11.16,100.72,2.76,35.07,33.87,132.57,850.2,40.07,14.22,3.52
2016-04-02 14:00:00,44.35,5.61,33.72,47.56,53.56,11.18,101.1,3.24,37.35,33.78,132.98,850.2,39.56,14.22,1.68
2016-04-02 15:00:00,44.35,8.34,33.63,49.49,53.92,11.21,103.6,3.44,37.12,34.11,126.47,850.2,39.65,14.22,1.12
2016-04-02 16:00:00,44.35,5.8,34.02,49.78,54.51,13.88,102.84,3.4,36.62,34.92,99.69,850.2,40.02,14.22,1.32
2016-04-02 17:00:00,44.35,5.93,35.76,49.56,53.85,13.94,106.47,3.44,37.02,35.41,94.19,850.2,40.02,14.22,1.4
2016-04-02 18:00:00,44.35,6.0,34.27,49.45,54.78,15.6,103.57,4.12,36.17,36.15,84.38,850.2,40.28,14.22,1.12
2016-04-02 19:00:00,44.35,6.73,34.34,49.17,55.34,16.42,101.39,3.44,35.96,72.78,87.96,850.2,47.86,14.22,1.12
2016-04-02 20:00:00,44.35,7.96,35.3,49.09,58.32,16.5,99.65,3.6,36.87,74.49,91.54,850.2,61.78,14.22,1.16
2016-04-02 21:00:00,44.35,10.75,35.31,49.13,58.61,16.52,96.44,3.76,35.81,64.3,88.99,850.2,62.14,14.22,0.88
2016-04-02 22:00:00,44.35,7.92,36.19,50.84,59.52,16.56,93.14,3.68,36.0,35.97,87.51,850.2,62.34,14.22,1.36
2016-04-02 23:00:00,44.35,8.05,36.01,51.89,59.4,16.48,86.52,3.28,35.46,35.68,89.36,850.2,63.9,14.22,2.88
2016-04-03 00:00:00,44.35,7.59,35.77,51.47,59.61,16.74,84.0,3.76,36.08,34.99,99.71,850.2,64.92,14.22,4.4
2016-04-03 01:00:00,44.35,7.61,35.71,52.34,59.79,16.79,83.13,3.24,35.98,35.48,95.75,850.2,65.51,14.22,2.64
2016-04-03 02:00:00,44.35,10.16,35.91,52.29,60.3,16.8,84.47,2.64,36.02,35.63,95.21,850.2,66.38,14.22,2.84
2016-04-03 03:00:00,44.35,7.58,35.39,53.41,60.33,16.82,89.09,2.28,36.79,35.48,98.79,850.2,67.36,14.22,1.96
2016-04-03 04:00:00,44.35,7.71,36.03,52.8,60.04,16.77,88.91,2.44,36.62,35.3,97.31,850.2,68.57,14.22,1.04
2016-04-03 05:00:00,44.35,7.62,35.86,52.45,61.04,16.54,90.77,2.2,36.61,34.99,97.05,850.2,70.38,14.22,1.04
2016-04-03 06:00:00,44.35,7.62,34.75,52.33,65.12,14.5,95.01,2.08,37.8,35.12,102.03,850.2,67.59,14.22,1.04
2016-04-03 07:00:00,44.35,9.04,33.92,51.89,65.96,14.5,94.83,2.44,36.25,33.7,99.92,850.2,50.33,14.22,1.04
2016-04-03 08:00:00,44.35,5.85,33.56,51.99,77.22,11.22,95.26,2.2,33.86,33.53,106.77,850.2,50.76,14.22,1.04
2016-04-03 09:00:00,44.35,5.65,33.79,51.98,85.14,11.14,96.39,2.32,33.94,31.9,101.1,850.2,49.5,14.22,1.04
2016-04-03 10:00:00,44.35,5.79,34.37,53.08,86.16,11.14,94.9,2.6,35.36,32.51,100.83,850.2,49.85,14.22,1.04
2016-04-03 11:00:00,44.35,5.59,35.96,52.22,88.41,11.15,94.05,2.88,36.14,32.5,98.76,850.2,49.94,14.22,3.52
2016-04-03 12:00:00,44.35,8.38,35.09,52.01,79.51,11.16,90.71,2.92,36.25,34.48,102.08,850.2,48.71,14.22,2.6
2016-04-03 13:00:00,44.35,5.72,34.9,52.68,71.79,11.2,93.26,2.76,36.27,35.14,98.61,850.2,48.24,14.22,1.16
2016-04-03 14:00:00,44.35,5.46,35.15,52.23,61.57,11.2,90.1,3.24,36.45,33.53,101.1,850.2,47.32,14.22,1.04
2016-04-03 15:00:00,44.35,5.66,35.24,51.89,60.22,11.25,89.77,3.44,36.42,34.07,97.27,850.2,47.09,14.22,1.12
2016-04-03 16:00:00,44.35,5.52,35.59,51.48,55.64,13.91,89.29,3.4,35.77,33.82,96.99,850.2,47.13,14.22,1.04
2016-04-03 17:00:00,44.35,5.85,35.29,51.22,55.11,14.16,89.55,3.44,34.82,34.69,100.82,850.2,46.38,14.22,1.16
2016-04-03 18:00:00,44.35,9.46,35.15,50.47,55.3,15.01,97.6,4.12,34.05,36.13,98.43,850.2,44.33,14.22,1.16
2016-04-03 19:00:00,44.35,6.34,35.07,49.59,56.58,16.36,94.1,3.44,34.91,73.09,105.09,850.2,49.43,14.22,0.92
2016-04-03 20:00:00,44.35,7.69,36.19,50.13,59.52,16.37,95.14,3.6,34.71,76.23,108.26,850.2,66.28,14.22,1.12
2016-04-03 21:00:00,44.35,7.57,36.88,49.88,60.25,16.44,90.96,3.76,35.6,66.33,112.8,850.2,66.3,14.22,1.08
2016-04-03 22:00:00,44.35,7.74,36.51,50.3,60.98,16.5,91.83,3.68,36.9,37.91,116.49,850.2,66.44,14.22,2.88
2016-04-03 23:00:00,44.35,7.93,36.71,51.16,60.57,16.5,89.25,3.28,36.95,37.27,119.27,850.2,66.97,14.22,1.48
2016-04-04 00:00:00,44.35,10.74,36.81,50.64,60.32,16.5,90.03,2.64,37.34,37.07,111.74,850.2,66.7,14.22,0.84
2016-04-04 01:00:00,44.35,7.71,36.81,50.87,60.41,16.5,90.18,2.8,36.94,37.35,106.99,850.2,67.07,14.22,1.16
2016-04-04 02:00:00,44.35,7.55,36.52,50.4,60.11,16.48,89.72,2.56,37.37,36.76,109.94,850.2,66.11,14.22,1.32
2016-04-04 03:00:00,44.35,7.59,37.09,50.81,60.43,16.45,90.76,2.36,37.07,37.05,111.97,850.2,66.78,14.22,3.16
2016-04-04 04:00:00,44.35,7.53,36.46,50.52,60.17,16.26,90.77,2.28,36.74,36.87,116.65,850.2,66.39,14.22,1.52
2016-04-04 05:00:00,44.35,9.26,37.28,49.86,60.18,16.13,92.42,2.56,36.8,36.76,111.82,850.2,65.94,14.22,3.08
2016-04-04 06:00:00,44.35,10.77,115.08,58.03,69.77,14.14,99.6,2.48,36.83,46.92,108.19,850.2,61.82,14.22,1.28
2016-04-04 07:00:00,44.35,129.0,142.0,70.62,78.01,14.15,117.38,2.4,43.68,95.05,112.7,850.2,44.99,14.22,0.72
2016-04-04 08:00:00,44.35,137.44,152.31,72.24,96.98,11.24,139.9,2.32,52.54,101.81,108.72,850.2,43.87,14.22,0.56
2016-04-04 09:00:00,44.35,125.28,159.17,64.54,105.08,11.18,162.3,2.24,52.41,101.44,111.37,850.2,43.89,14.22,0.6
2016-04-04 10:00:00,44.35,120.53,159.48,64.8,101.55,11.16,182.0,2.84,56.68,97.33,108.23,850.2,43.09,14.22,0.76
2016-04-04 11:00:00,44.35,125.17,153.01,65.2,100.46,11.18,181.21,2.96,57.04,97.0,106.37,850.2,42.13,14.22,0.52
2016-04-04 12:00:00,44.35,109.08,154.25,67.4,97.73,11.18,185.14,3.44,59.38,93.89,108.09,850.2,40.27,14.22,2.08
2016-04-04 13:00:00,44.35,83.3,152.41,65.61,95.52,11.18,194.0,3.08,59.8,97.8,104.54,850.2,40.64,14.22,2.24
2016-04-04 14:00:00,44.35,90.63,148.84,62.99,100.46,11.18,184.19,3.04,60.45,95.57,99.3,850.2,40.29,14.22,0.44
2016-04-04 15:00:00,44.35,94.08,139.92,59.27,94.35,11.25,170.66,3.12,59.22,89.74,99.13,850.2,40.86,14.22,0.2
2016-04-04 16:00:00,44.35,92.97,130.05,60.15,82.86,13.92,152.11,3.48,56.92,75.94,104.32,850.2,41.34,14.22,2.24
2016-04-04 17:00:00,44.35,90.6,113.92,58.75,74.98,15.45,142.69,3.52,53.66,61.54,105.78,850.2,41.88,14.22,1.2
2016-04-04 18:00:00,44.35,93.09,66.77,58.53,66.97,15.75,131.88,3.36,51.25,47.32,92.42,850.2,42.16,14.22,1.24
2016-04-04 19:00:00,44.35,78.59,38.69,58.0,57.0,16.58,122.62,3.16,51.13,75.5,91.19,850.2,47.59,14.22,2.44
2016-04-04 20:00:00,44.35,59.92,39.09,58.25,60.54,16.4,112.76,3.36,34.77,76.23,96.05,850.2,62.71,14.22,2.36
2016-04-04 21:00:00,44.35,48.61,39.78,59.01,60.14,16.62,99.65,3.16,34.66,66.88,95.72,850.2,63.17,14.22,2.48
2016-04-04 22:00:00,44.35,49.01,38.25,59.25,61.25,16.79,92.29,3.08,36.43,37.5,100.03,850.2,63.98,14.22,2.44
2016-04-04 23:00:00,44.35,47.68,37.81,59.77,60.71,16.82,84.32,3.04,37.09,37.15,98.66,850.2,66.11,14.22,2.28
2016-04-05 00:00:00,44.35,47.76,38.25,60.01,60.76,16.82,89.9,3.96,36.42,37.66,111.74,850.2,68.06,14.22,2.24
2016-04-05 01:00:00,44.35,49.97,37.99,60.39,60.94,16.78,88.2,3.32,36.27,37.24,106.99,850.2,72.63,14.22,2.24
2016-04-05 02:00:00,44.35,47.91,37.59,60.78,60.97,16.74,89.1,2.84,36.2,37.68,109.94,850.2,73.55,14.22,2.2
2016-04-05 03:00:00,44.35,47.91,37.57,60.57,61.24,16.63,91.64,2.84,36.68,37.1,111.97,850.2,74.35,14.22,2.2
2016-04-05 04:00:00,44.35,47.43,37.51,60.16,61.3,16.61,92.82,2.6,36.23,37.82,116.65,850.2,75.11,14.22,1.04
2016-04-05 05:00:00,44.35,49.28,37.02,60.22,61.45,16.41,96.62,2.36,35.78,37.87,111.82,850.2,75.22,14.22,0.88
2016-04-05 06:00:00,44.35,51.11,61.36,69.1,70.11,14.5,102.91,2.32,34.19,45.47,108.19,850.2,71.67,14.22,0.88
2016-04-05 07:00:00,44.35,131.45,149.18,79.68,82.84,14.52,133.33,2.56,46.07,91.97,112.7,850.2,55.89,14.22,0.84
2016-04-05 08:00:00,44.35,145.72,151.83,79.12,107.71,11.26,145.82,3.12,53.04,96.18,108.72,850.2,55.5,14.22,0.64
2016-04-05 09:00:00,44.35,125.5,158.36,79.27,117.32,11.2,150.52,3.08,54.16,93.19,111.37,850.2,54.5,14.22,0.68
2016-04-05 10:00:00,44.35,124.96,149.75,78.04,116.35,11.2,160.78,2.72,55.69,96.79,108.23,850.2,54.62,14.22,0.6
2016-04-05 11:00:00,44.35,132.22,151.94,75.22,114.28,11.2,156.94,2.6,57.09,95.3,106.37,850.2,54.65,14.22,0.56
2016-04-05 12:00:00,44.35,135.58,152.61,75.07,108.45,11.22,167.24,3.92,55.03,89.83,108.09,850.2,53.76,14.22,0.64
2016-04-05 13:00:00,44.35,130.32,149.82,76.39,103.92,11.2,162.3,4.12,53.3,88.75,104.54,850.2,53.41,14.22,0.76
2016-04-05 14:00:00,44.35,122.25,147.41,78.18,107.06,11.18,151.94,3.64,57.87,91.28,99.3,850.2,53.25,14.22,0.72
2016-04-05 15:00:00,44.35,110.76,164.87,76.34,97.51,11.19,148.78,3.72,55.09,88.16,99.13,850.2,52.11,14.22,0.72
2016-04-05 16:00:00,44.35,112.04,157.36,76.19,87.07,13.8,140.4,4.64,51.4,78.79,104.32,850.2,50.5,14.22,2.48
2016-04-05 17:00:00,44.35,109.68,141.04,73.92,78.5,14.22,138.93,4.68,50.23,67.19,105.78,850.2,50.96,14.22,2.04
2016-04-05 18:00:00,44.35,109.32,124.5,73.92,66.87,14.94,122.16,4.52,48.49,52.1,92.42,850.2,53.08,14.22,0.72
2016-04-05 19:00:00,44.35,98.42,93.5,72.19,60.41,16.36,110.16,4.4,46.76,82.19,91.19,850.2,59.13,14.22,0.68
2016-04-05 20:00:00,44.35,71.59,82.68,72.48,64.64,16.38,104.55,4.32,33.87,80.79,96.05,850.2,75.34,14.22,0.68
2016-04-05 21:00:00,44.35,65.8,68.94,72.68,64.97,16.36,95.2,4.72,33.29,69.77,95.72,850.2,76.38,14.22,0.68
2016-04-05 22:00:00,44.35,66.06,70.41,73.37,65.88,16.35,91.93,5.08,33.45,40.96,100.03,850.2,76.2,14.22,0.68
2016-04-05 23:00:00,44.35,63.5,71.21,73.93,64.86,16.42,89.34,5.12,33.82,40.04,98.66,850.2,77.48,14.22,1.36
2016-04-06 00:00:00,44.35,65.53,70.72,74.11,64.94,16.42,90.99,3.76,35.84,39.49,97.7,850.2,79.49,14.22,2.24
2016-04-06 01:00:00,44.35,63.56,70.0,72.86,64.64,16.43,95.9,3.72,36.39,40.51,101.94,850.2,80.74,14.22,2.16
2016-04-06 02:00:00,44.35,63.59,70.37,73.33,64.88,16.4,97.08,3.28,35.65,39.5,109.44,850.2,79.43,14.22,2.16
2016-04-06 03:00:00,44.35,63.25,69.48,73.03,64.68,16.32,98.19,3.04,35.51,40.62,117.43,850.2,81.37,14.22,2.08
2016-04-06 04:00:00,44.35,63.87,68.95,71.9,64.55,16.35,101.39,2.8,35.27,41.97,112.56,850.2,81.13,14.22,2.24
2016-04-06 05:00:00,44.35,67.69,68.78,72.02,64.57,16.35,105.61,2.84,36.11,41.71,111.34,850.2,81.4,14.22,1.44
2016-04-06 06:00:00,44.35,65.65,124.36,72.83,72.75,14.5,108.8,2.52,35.25,53.26,108.89,850.2,75.53,14.22,0.88
2016-04-06 07:00:00,44.35,132.86,174.64,75.48,85.22,14.54,117.64,2.56,48.11,94.88,107.25,850.2,60.38,14.22,0.84
2016-04-06 08:00:00,44.35,163.32,184.44,74.93,103.17,11.26,134.85,2.28,55.35,95.63,117.13,850.2,58.93,14.22,0.96
2016-04-06 09:00:00,44.35,141.59,189.62,75.28,114.09,11.18,148.67,2.76,57.86,94.32,108.51,850.2,55.6,14.22,0.84
