date,Rat_education_Kathryn,Rat_education_Theo,Rat_public_Kimber,Rat_office_Jamal,Rat_education_Lee,Rat_education_Kandice,Rat_office_Adele,Rat_office_Lora,Rat_public_Sharron,Rat_public_Joann,Rat_education_Calvin,Rat_public_Allie,Rat_public_Leo,Rat_public_Mark,Rat_assembly_Ezequiel
2016-01-20 14:00:00,768.06,1249.12,363.31,2272.11,546.63,119.98,1141.47,760.57,52.46,21.93,41.36,8.88,23.5,35.95,104.14
2016-01-20 15:00:00,773.72,1167.93,350.53,2259.51,593.61,116.56,1141.64,782.35,53.8,22.83,30.27,8.95,23.74,40.41,100.04
2016-01-20 16:00:00,764.97,1184.7,286.15,2238.73,620.28,118.89,1138.97,774.23,49.46,22.95,27.61,8.77,23.69,38.26,114.02
2016-01-20 17:00:00,748.48,1235.49,271.34,2207.61,620.49,134.27,1124.47,785.21,48.48,22.94,45.33,8.73,22.44,40.76,114.59
2016-01-20 18:00:00,752.77,1290.35,271.0,2165.9,618.57,134.4,1112.7,781.11,50.2,24.14,64.25,9.83,24.74,46.6,115.25
2016-01-20 19:00:00,740.14,1004.37,277.68,1543.18,610.11,132.66,890.72,742.24,54.66,24.1,65.45,10.4,25.71,47.99,114.41
2016-01-20 20:00:00,734.1,683.23,269.87,937.84,498.96,135.57,838.65,635.93,56.06,24.64,65.94,10.38,26.42,49.57,112.36
2016-01-20 21:00:00,714.05,666.53,269.55,916.41,481.77,134.18,804.34,600.61,56.54,24.26,65.26,9.56,26.66,49.01,111.49
2016-01-20 22:00:00,685.26,648.36,267.71,762.59,458.22,134.13,777.96,595.39,55.89,17.2,63.72,5.38,25.36,49.14,111.78
2016-01-20 23:00:00,678.11,619.57,264.35,753.55,311.88,117.17,802.98,572.04,56.23,16.16,33.36,4.93,23.5,47.77,112.63
2016-01-21 00:00:00,644.97,563.02,269.09,751.96,278.58,119.99,797.03,566.17,55.68,15.89,34.24,4.95,23.58,47.58,111.72
2016-01-21 01:00:00,645.02,566.17,267.52,889.53,282.75,117.67,779.38,516.44,56.25,16.13,33.75,5.02,23.37,47.28,111.41
2016-01-21 02:00:00,645.41,567.84,272.84,748.88,289.71,115.08,801.88,550.15,55.72,15.94,33.93,4.92,23.19,48.01,111.69
2016-01-21 03:00:00,652.36,581.48,289.72,752.82,288.03,114.74,794.31,559.86,55.0,16.14,34.5,4.91,22.95,48.06,110.84
2016-01-21 04:00:00,651.88,598.0,297.75,758.02,292.98,110.59,787.71,582.51,54.83,15.9,34.9,4.85,22.88,48.2,111.02
2016-01-21 05:00:00,658.05,753.76,311.74,756.55,299.07,117.53,921.19,824.25,55.79,15.99,35.38,4.9,22.45,48.38,110.0
2016-01-21 06:00:00,657.28,1106.99,400.18,1171.75,404.28,109.37,1132.02,805.93,55.04,15.88,35.11,4.9,22.48,50.15,110.09
2016-01-21 07:00:00,668.83,1072.84,490.06,2580.06,661.14,108.56,1135.12,804.76,55.63,15.84,35.5,4.89,22.7,50.23,110.81
2016-01-21 08:00:00,685.22,1133.98,411.14,2528.83,685.29,110.51,1149.94,863.44,49.42,14.0,39.74,4.47,21.2,47.3,110.77
2016-01-21 09:00:00,720.06,1124.51,447.05,2387.95,625.77,113.37,1158.09,852.42,49.29,13.82,44.97,3.5,21.71,45.51,111.63
2016-01-21 10:00:00,740.85,1068.45,513.57,2151.44,588.39,112.24,1120.35,797.89,51.56,13.65,46.53,3.54,22.09,43.99,109.16
2016-01-21 11:00:00,764.56,1147.07,434.57,2058.64,507.9,115.14,1089.66,744.51,51.51,14.06,44.67,3.54,21.71,40.63,105.24
2016-01-21 12:00:00,779.01,1309.79,389.53,2103.32,458.61,115.23,1060.8,715.8,55.67,13.76,46.65,3.54,22.56,37.16,114.44
2016-01-21 13:00:00,779.47,1256.84,405.22,2107.78,398.82,111.35,1047.86,721.75,58.82,13.95,46.86,6.65,22.43,38.91,115.1
2016-01-21 14:00:00,784.05,1156.67,357.7,2135.2,471.51,111.48,1026.72,725.81,56.92,20.83,46.68,9.22,22.46,32.23,114.21
2016-01-21 15:00:00,788.75,1114.31,346.98,2143.53,505.74,115.37,1022.91,705.15,55.34,21.89,45.52,9.29,21.65,33.33,117.6
2016-01-21 16:00:00,781.09,1133.59,300.52,2098.58,525.06,113.8,987.43,732.81,50.18,22.99,44.6,9.31,21.67,32.91,118.17
2016-01-21 17:00:00,762.74,1180.14,304.99,2095.76,564.06,132.02,985.53,720.63,50.42,22.77,60.71,9.77,22.14,34.88,117.04
2016-01-21 18:00:00,766.58,1228.02,300.27,2062.71,579.12,131.69,997.94,724.84,51.21,24.08,72.65,10.56,23.45,43.23,119.14
2016-01-21 19:00:00,748.93,1004.9,264.67,1465.41,575.13,129.9,805.22,729.93,55.53,24.47,69.28,10.69,24.63,45.76,117.93
2016-01-21 20:00:00,739.16,686.88,265.21,929.15,497.46,134.18,799.61,620.51,56.55,24.39,65.57,10.54,25.06,46.41,115.63
2016-01-21 21:00:00,721.77,688.79,265.11,902.32,459.96,135.85,776.8,604.67,57.81,24.94,64.31,10.22,25.88,47.28,114.52
2016-01-21 22:00:00,560.04,700.11,267.37,746.5,436.29,133.86,739.58,607.52,58.59,15.98,64.77,5.46,25.56,47.58,113.91
2016-01-21 23:00:00,564.32,669.09,268.63,749.81,377.64,115.67,757.43,593.72,58.25,15.04,32.74,4.81,26.15,47.45,113.86
2016-01-22 00:00:00,549.21,599.32,269.69,789.51,349.86,114.87,754.78,573.65,56.41,15.03,32.6,4.77,25.19,47.72,114.13
2016-01-22 01:00:00,529.54,587.36,273.52,837.49,335.58,117.17,752.1,580.09,56.38,15.08,33.57,4.94,24.76,48.85,114.43
2016-01-22 02:00:00,530.63,605.71,268.49,740.37,338.07,117.32,781.02,576.68,56.35,15.03,33.7,5.1,24.54,47.68,113.46
2016-01-22 03:00:00,534.48,601.08,285.16,738.03,324.33,114.66,758.57,586.27,56.72,15.08,34.35,5.13,24.66,49.41,113.0
2016-01-22 04:00:00,535.67,583.24,287.14,749.57,325.17,114.09,776.83,594.34,56.8,14.96,33.34,5.11,24.99,49.52,113.62
2016-01-22 05:00:00,666.48,749.55,290.17,748.34,337.65,116.48,878.0,797.66,55.58,15.11,34.44,5.07,25.23,51.67,112.36
2016-01-22 06:00:00,668.71,1045.07,314.19,1166.19,373.38,113.02,1111.46,792.64,55.85,14.93,35.56,5.04,23.79,51.61,111.96
2016-01-22 07:00:00,676.89,1122.26,378.61,2494.51,565.98,109.92,1117.19,785.99,54.77,14.83,34.98,5.09,23.08,53.8,113.11
2016-01-22 08:00:00,690.94,1102.94,416.03,2465.1,577.23,111.47,1140.24,827.82,50.83,13.36,35.45,4.95,22.74,48.97,110.65
2016-01-22 09:00:00,718.45,1095.33,472.54,2433.21,512.79,113.33,1160.53,831.06,52.58,13.14,34.4,4.7,20.8,45.21,114.95
2016-01-22 10:00:00,725.68,1104.14,459.89,2326.29,458.01,112.55,1178.24,822.37,52.06,18.12,35.01,8.88,21.57,45.23,117.97
2016-01-22 11:00:00,720.22,1088.55,541.14,2295.57,421.68,113.71,1153.29,807.49,51.35,22.39,29.93,8.91,21.95,45.59,105.97
2016-01-22 12:00:00,717.2,1061.41,422.94,2257.68,452.85,110.91,1137.36,770.27,51.81,22.45,28.81,8.88,22.57,38.26,112.65
2016-01-22 13:00:00,707.85,1066.94,418.15,2131.86,444.42,108.29,1091.02,729.62,48.61,13.74,29.95,4.17,23.85,43.81,107.56
2016-01-22 14:00:00,696.19,1105.78,349.23,2098.16,466.02,110.26,1066.88,690.35,49.69,13.33,29.21,3.2,25.92,43.14,106.86
2016-01-22 15:00:00,698.89,1157.59,310.85,2031.88,483.12,114.14,1065.15,696.27,49.8,13.26,30.19,3.18,26.57,44.18,107.38
2016-01-22 16:00:00,691.03,1147.63,280.12,2024.73,476.34,110.76,1045.75,705.81,49.28,13.49,29.27,3.45,26.98,44.13,108.06
2016-01-22 17:00:00,681.74,1220.78,286.39,2033.16,488.01,125.74,1036.78,700.17,49.3,13.29,46.29,3.28,27.51,46.7,109.93
2016-01-22 18:00:00,678.15,1257.24,275.34,2057.55,497.58,127.56,1054.73,724.85,51.95,14.47,64.14,4.45,28.73,51.03,110.08
2016-01-22 19:00:00,673.42,1013.8,270.13,1377.67,492.81,128.43,849.97,728.47,57.11,14.68,66.48,4.58,30.25,53.91,110.17
2016-01-22 20:00:00,671.89,669.66,267.88,861.16,432.51,132.77,815.11,614.68,58.0,14.93,66.05,4.6,29.41,51.89,111.36
2016-01-22 21:00:00,651.69,699.44,272.51,832.0,438.96,131.88,814.99,620.59,57.37,14.68,65.68,4.59,28.51,54.14,109.77
2016-01-22 22:00:00,508.95,722.43,273.32,879.53,446.07,131.22,806.57,620.49,57.4,15.07,65.22,4.7,26.96,55.22,110.34
2016-01-22 23:00:00,519.21,714.35,270.57,888.23,307.68,117.21,815.21,607.57,57.15,15.17,34.77,4.61,27.18,55.22,110.71
2016-01-23 00:00:00,528.76,645.2,270.28,869.74,298.65,117.9,805.98,591.15,56.86,15.16,34.18,4.62,26.45,54.81,110.82
2016-01-23 01:00:00,531.6,629.66,271.71,803.05,296.55,117.21,803.24,564.18,57.15,15.37,33.59,4.76,25.29,52.7,109.76
2016-01-23 02:00:00,528.43,635.27,271.13,853.82,302.37,114.22,811.72,577.01,57.38,15.14,33.8,4.72,25.28,53.86,110.86
2016-01-23 03:00:00,531.37,656.58,270.73,848.41,315.54,114.34,811.88,614.88,56.73,15.35,33.69,4.73,25.87,54.24,110.34
2016-01-23 04:00:00,536.8,615.19,269.98,849.75,312.33,115.45,803.92,581.46,56.74,15.21,33.84,4.72,25.99,53.83,110.93
2016-01-23 05:00:00,652.71,735.67,271.78,833.1,314.19,114.31,821.86,569.0,57.57,15.5,34.42,4.75,26.13,53.83,112.24
2016-01-23 06:00:00,654.39,1019.38,273.57,838.09,384.33,114.35,883.62,582.29,57.17,15.22,33.78,4.72,25.75,52.58,111.27
2016-01-23 07:00:00,650.17,1193.9,270.46,850.09,461.46,110.53,864.59,568.83,56.43,15.11,32.65,4.7,25.74,53.69,110.67
2016-01-23 08:00:00,649.3,1210.24,269.47,831.94,469.35,110.87,853.61,772.25,49.49,13.84,32.53,4.3,25.38,48.65,110.03
2016-01-23 09:00:00,647.28,1173.07,252.68,821.19,467.73,109.83,870.78,736.15,49.38,13.47,31.64,3.29,22.73,44.39,109.59
2016-01-23 10:00:00,647.06,1156.76,241.12,811.85,484.77,108.48,832.42,701.99,48.84,13.65,30.72,3.27,24.39,44.58,109.73
2016-01-23 11:00:00,652.56,1145.41,241.69,828.44,495.93,110.16,844.08,679.1,49.54,13.43,30.5,3.27,24.73,45.55,109.29
2016-01-23 12:00:00,655.2,1125.0,239.11,815.91,482.22,108.73,826.1,723.55,49.75,13.8,30.52,3.26,23.47,44.41,108.92
2016-01-23 13:00:00,653.76,1113.23,240.77,833.86,474.39,109.46,837.07,795.62,48.81,13.56,29.85,3.25,23.52,45.66,109.91
2016-01-23 14:00:00,652.37,1118.31,238.71,832.84,485.22,112.55,830.65,758.97,47.46,13.73,30.0,3.24,23.14,44.96,109.74
2016-01-23 15:00:00,645.82,1151.65,237.6,843.33,508.77,105.47,843.88,723.51,48.53,13.58,30.5,3.23,23.53,42.33,110.25
2016-01-23 16:00:00,639.29,1004.71,236.51,858.78,501.36,109.36,832.88,724.2,49.47,13.9,30.49,3.5,24.51,42.25,109.04
2016-01-23 17:00:00,642.96,853.46,254.31,862.18,508.26,122.45,850.21,731.65,48.49,14.13,48.0,3.33,24.86,43.26,109.6
2016-01-23 18:00:00,652.86,900.81,263.84,854.23,441.3,121.19,878.03,624.05,51.99,15.06,65.56,4.51,27.77,49.19,109.05
2016-01-23 19:00:00,656.24,780.44,264.85,870.06,445.2,121.8,831.69,624.19,56.67,15.25,65.56,4.66,26.4,47.45,110.36
2016-01-23 20:00:00,662.84,615.96,263.92,841.75,449.67,127.08,839.62,611.61,57.11,15.46,65.62,4.69,27.24,51.5,111.52
2016-01-23 21:00:00,677.87,631.38,262.87,860.85,456.0,128.78,815.27,623.66,56.25,15.71,65.91,4.67,27.27,50.39,110.33
2016-01-23 22:00:00,564.6,638.8,264.31,848.24,457.11,125.83,829.76,615.48,55.83,15.45,64.29,4.77,27.31,50.92,111.52
2016-01-23 23:00:00,583.88,611.27,264.96,852.57,312.93,111.95,826.41,588.86,56.38,15.82,33.52,4.7,26.73,50.36,110.82
2016-01-24 00:00:00,599.88,599.72,262.29,844.55,308.46,113.29,832.31,576.89,56.66,15.49,32.79,4.69,25.42,50.71,112.29
2016-01-24 01:00:00,599.83,591.08,262.52,743.02,311.13,110.71,815.2,573.56,55.86,15.76,32.83,4.77,25.89,51.55,114.52
2016-01-24 02:00:00,609.27,599.9,263.25,736.71,309.12,111.41,821.41,570.26,55.72,15.35,33.01,4.72,25.09,49.55,114.0
2016-01-24 03:00:00,616.33,605.45,262.42,735.07,307.32,113.38,804.41,577.95,55.77,15.5,32.83,4.75,24.58,50.07,114.17
2016-01-24 04:00:00,627.36,608.47,261.72,738.72,310.32,111.17,797.66,592.88,56.07,15.4,32.82,4.76,24.59,53.03,113.84
2016-01-24 05:00:00,745.04,620.38,264.58,750.65,311.79,111.0,834.91,611.74,56.7,15.82,32.56,4.76,25.23,52.34,113.98
2016-01-24 06:00:00,744.63,635.14,261.29,745.9,386.49,109.19,885.98,639.69,56.75,15.55,32.87,4.76,24.62,52.75,118.52
2016-01-24 07:00:00,766.54,640.75,263.56,753.25,476.64,106.88,875.61,634.62,55.58,15.32,34.96,4.73,25.32,55.2,116.54
2016-01-24 08:00:00,784.19,675.63,264.39,745.75,502.86,105.13,882.73,854.55,48.08,13.92,33.44,4.15,24.16,49.26,115.4
2016-01-24 09:00:00,792.09,606.98,268.15,799.35,515.07,104.83,853.59,821.33,48.31,13.77,30.96,3.3,23.28,45.18,115.05
2016-01-24 10:00:00,800.9,579.48,267.05,857.72,512.55,104.96,800.56,698.95,48.37,13.42,30.45,3.3,23.24,43.12,109.03
2016-01-24 11:00:00,805.22,564.04,262.22,827.48,471.81,106.35,781.24,635.9,47.89,13.49,28.7,3.3,23.9,43.62,114.12
2016-01-24 12:00:00,795.01,558.85,232.44,809.18,415.89,103.81,792.68,617.53,47.8,13.22,28.36,3.28,23.78,34.37,113.55
2016-01-24 13:00:00,788.13,559.71,227.11,814.21,396.72,106.81,740.09,595.09,48.92,13.37,26.98,3.3,23.22,34.36,111.1
2016-01-24 14:00:00,783.5,557.53,222.76,802.5,408.84,104.2,752.22,588.74,46.99,13.22,27.76,3.29,22.87,33.49,113.16
2016-01-24 15:00:00,790.01,558.02,219.96,802.3,415.77,106.11,720.63,603.08,47.58,13.07,28.13,3.27,24.64,33.32,113.34
2016-01-24 16:00:00,790.0,551.19,219.01,780.94,420.03,106.8,689.98,600.87,47.06,13.29,26.88,3.52,24.46,30.83,113.17
2016-01-24 17:00:00,787.86,570.85,214.9,796.13,459.93,123.11,683.83,609.69,47.38,13.68,44.17,3.35,24.67,27.96,112.74
2016-01-24 18:00:00,794.3,622.34,239.14,783.05,443.94,122.64,738.44,556.99,50.38,14.39,60.71,3.99,24.66,38.54,112.88
2016-01-24 19:00:00,790.82,660.1,245.59,754.78,464.1,121.3,732.45,550.99,56.36,15.27,63.65,4.72,25.83,51.58,113.88
2016-01-24 20:00:00,790.65,587.18,244.32,716.35,424.08,126.82,759.88,563.52,55.29,15.55,64.07,4.76,26.39,50.76,113.33
2016-01-24 21:00:00,786.24,614.83,246.35,712.87,439.23,126.7,772.06,573.33,54.98,15.48,64.71,4.78,26.06,52.65,114.47
2016-01-24 22:00:00,659.97,632.01,244.64,712.13,418.05,126.79,740.53,573.1,55.0,15.58,65.29,4.79,26.2,53.34,114.84
2016-01-24 23:00:00,665.49,604.71,245.89,711.56,423.51,112.57,784.3,560.73,55.08,15.56,36.2,4.74,25.4,54.26,115.19
2016-01-25 00:00:00,667.01,612.53,248.53,717.42,440.79,111.88,760.52,547.21,54.52,15.62,37.16,4.72,25.47,54.95,113.74
2016-01-25 01:00:00,669.29,612.94,248.85,722.5,428.37,112.85,785.2,563.55,55.22,15.66,38.1,4.82,24.69,54.61,113.09
2016-01-25 02:00:00,669.49,618.93,247.73,723.75,432.75,111.34,772.43,595.47,55.84,15.37,38.08,4.75,24.18,53.87,113.81
2016-01-25 03:00:00,652.96,618.4,261.92,724.32,425.82,111.43,793.44,605.82,55.01,15.69,38.4,4.75,23.57,54.64,113.44
2016-01-25 04:00:00,652.25,612.41,267.92,737.49,383.67,111.4,779.53,741.9,56.4,15.55,39.52,4.76,24.25,53.36,113.53
2016-01-25 05:00:00,732.22,812.92,287.42,786.69,388.35,112.11,941.89,811.81,55.41,15.87,39.5,4.76,25.04,55.25,114.05
2016-01-25 06:00:00,709.99,1184.94,314.66,1847.54,418.32,108.91,1183.52,805.1,55.6,15.76,39.67,4.75,24.83,56.69,113.58
2016-01-25 07:00:00,713.37,1175.71,342.51,2691.78,636.9,106.4,1164.39,790.45,54.21,15.42,40.54,4.74,25.58,55.86,113.9
2016-01-25 08:00:00,717.4,1246.59,371.19,2553.09,697.44,105.91,1148.53,796.39,48.24,14.23,37.96,4.02,24.57,49.76,113.34
2016-01-25 09:00:00,725.93,1274.65,408.86,2303.03,608.31,105.17,1089.49,779.1,47.42,13.79,35.61,3.32,24.0,46.51,112.37
2016-01-25 10:00:00,726.11,1225.06,391.4,2023.51,529.38,104.7,1054.94,698.51,47.0,13.63,32.79,3.31,23.37,44.28,112.17
2016-01-25 11:00:00,717.81,1120.83,426.21,1871.56,482.58,106.05,995.38,626.91,47.77,13.35,30.61,3.31,22.44,41.42,110.4
2016-01-25 12:00:00,711.09,1059.21,466.24,1832.78,424.95,103.9,971.4,601.89,46.38,13.28,28.74,3.3,23.73,27.02,109.74
2016-01-25 13:00:00,697.75,1026.92,373.5,1776.94,398.7,105.52,921.88,565.89,46.01,13.29,28.16,3.32,23.99,23.15,108.41
2016-01-25 14:00:00,687.54,1014.66,334.42,1785.71,394.38,106.92,894.22,561.54,46.06,13.14,27.28,3.27,21.94,22.17,107.71
2016-01-25 15:00:00,672.12,1010.68,313.13,1123.27,406.65,105.64,875.11,548.08,45.04,13.16,26.61,3.33,21.76,21.49,107.76
2016-01-25 16:00:00,665.54,995.7,257.99,767.16,439.26,108.8,836.66,547.49,45.97,13.22,27.35,3.57,20.79,21.44,107.21
2016-01-25 17:00:00,660.34,1068.77,237.41,757.26,473.49,121.4,848.5,557.6,44.94,13.25,44.15,3.36,21.22,21.46,105.94
2016-01-25 18:00:00,690.14,1170.26,254.91,751.59,477.57,123.22,884.09,567.93,48.63,14.04,60.81,3.73,22.04,37.58,106.67
2016-01-25 19:00:00,688.05,930.63,258.61,723.08,490.95,124.05,741.29,584.45,54.21,14.93,64.28,4.39,24.23,39.78,107.45
2016-01-25 20:00:00,685.26,616.11,257.72,700.28,459.24,125.82,718.82,553.13,54.69,15.13,63.87,4.4,24.28,41.22,107.91
2016-01-25 21:00:00,671.38,615.39,257.29,696.36,465.0,129.07,727.16,551.32,55.05,15.18,64.98,4.51,24.84,43.5,104.56
2016-01-25 22:00:00,545.63,629.09,252.35,697.34,458.82,126.99,709.25,552.38,54.84,15.09,63.67,4.45,24.94,45.13,105.27
2016-01-25 23:00:00,542.94,594.51,265.23,696.46,277.83,112.25,740.4,534.22,54.03,15.1,34.8,4.44,24.16,43.02,107.8
2016-01-26 00:00:00,521.45,532.96,267.04,695.25,269.52,111.56,730.53,526.01,55.19,14.95,34.27,4.44,24.04,40.84,108.68
2016-01-26 01:00:00,516.06,541.37,269.41,749.55,327.54,113.33,729.2,506.47,55.3,15.04,34.33,4.55,23.45,42.11,109.2
2016-01-26 02:00:00,515.35,568.17,262.08,692.47,314.43,110.75,735.69,528.33,53.97,15.17,35.03,4.46,23.16,44.77,110.41
2016-01-26 03:00:00,516.65,572.45,271.99,691.52,324.69,111.38,731.85,532.07,54.98,15.11,34.8,4.49,23.28,49.47,110.1
2016-01-26 04:00:00,521.86,571.74,282.86,691.97,330.09,110.77,750.86,544.64,54.84,14.91,34.68,4.48,23.38,44.3,108.68
2016-01-26 05:00:00,631.36,768.73,290.74,728.14,340.47,110.9,839.2,718.38,54.51,15.04,35.23,4.45,26.15,40.71,108.72
2016-01-26 06:00:00,637.36,1162.18,325.39,1453.0,371.64,111.51,1067.91,676.14,53.69,14.93,34.96,4.41,25.26,44.59,107.98
2016-01-26 07:00:00,648.21,1129.44,365.92,2492.66,538.14,105.61,1051.6,665.06,53.44,14.72,36.6,4.45,25.33,45.89,108.05
2016-01-26 08:00:00,658.17,1174.32,387.81,2366.85,514.44,106.86,1049.21,670.4,46.46,13.38,36.72,4.02,23.56,34.52,107.35
2016-01-26 09:00:00,676.1,1161.34,400.19,2270.31,467.55,107.81,1074.63,681.76,46.8,13.14,34.43,3.04,22.35,31.35,106.77
2016-01-26 10:00:00,684.63,1109.64,416.31,2149.32,430.8,103.44,1071.96,656.19,46.75,12.95,33.33,3.02,21.96,28.02,105.68
2016-01-26 11:00:00,701.01,993.89,503.93,2010.28,380.94,103.65,1024.37,611.12,45.44,12.9,33.62,3.03,21.51,26.66,105.04
2016-01-26 12:00:00,716.55,969.92,378.96,1921.38,335.46,105.72,979.28,602.74,46.02,13.59,28.81,5.55,21.33,24.17,103.97
2016-01-26 13:00:00,707.0,987.42,491.78,1913.39,302.58,108.2,951.61,598.75,45.19,20.7,31.64,7.93,20.78,20.63,101.78
2016-01-26 14:00:00,694.13,993.15,379.82,1829.95,295.35,104.61,938.98,592.4,45.58,20.82,30.11,8.11,20.31,18.73,74.11
2016-01-26 15:00:00,687.68,994.08,276.09,1842.77,341.16,104.99,937.52,589.7,46.8,21.39,29.64,8.29,22.43,18.02,45.79
2016-01-26 16:00:00,676.17,1044.66,228.22,1813.67,339.72,105.87,923.82,592.92,44.36,20.7,30.53,7.98,18.93,17.8,46.86
2016-01-26 17:00:00,662.47,1112.26,226.38,1796.64,360.93,124.56,919.56,588.54,44.83,21.02,44.35,8.08,20.59,21.62,47.13
2016-01-26 18:00:00,685.4,1177.34,235.48,1742.2,377.37,122.08,900.07,627.04,47.57,22.19,61.16,8.75,20.19,27.23,49.24
2016-01-26 19:00:00,678.01,932.45,245.59,1254.3,370.05,121.62,762.2,805.67,52.43,22.58,61.57,8.8,21.96,30.52,48.21
2016-01-26 20:00:00,675.31,612.98,250.43,799.17,371.37,125.11,743.21,659.6,51.88,15.09,61.88,4.9,22.94,31.8,46.8
2016-01-26 21:00:00,660.36,608.71,244.19,789.65,360.63,127.43,686.24,640.2,52.4,14.28,63.12,4.3,26.68,31.69,40.43
2016-01-26 22:00:00,512.97,608.2,244.75,676.93,352.98,126.86,716.32,632.4,54.4,14.1,61.36,4.21,23.29,32.05,37.26
2016-01-26 23:00:00,511.68,569.17,248.37,679.36,252.9,113.92,690.88,591.51,52.89,14.13,32.37,4.21,21.76,33.42,60.25
2016-01-27 00:00:00,486.57,515.45,242.57,677.29,263.7,110.95,714.45,596.85,53.49,14.18,30.96,4.26,22.41,34.65,63.33
2016-01-27 01:00:00,480.09,513.22,245.96,705.02,239.67,110.3,700.72,516.55,54.01,14.05,32.03,4.37,21.25,33.44,71.39
2016-01-27 02:00:00,480.6,510.54,247.48,676.33,240.12,111.81,705.07,569.48,54.1,14.05,31.59,4.3,21.05,32.61,58.46
2016-01-27 03:00:00,480.27,514.79,259.22,672.25,258.72,112.74,678.21,575.82,53.39,14.06,32.46,4.31,20.54,34.22,53.33
2016-01-27 04:00:00,486.68,522.13,260.95,678.23,267.36,109.62,689.84,572.19,53.08,14.31,33.32,4.33,20.01,34.62,50.45
2016-01-27 05:00:00,617.76,743.08,293.44,677.62,300.09,111.17,793.24,733.8,53.49,14.39,31.94,4.29,21.54,35.36,51.93
2016-01-27 06:00:00,622.65,1130.16,337.25,1036.27,409.32,108.32,992.22,745.63,54.35,14.26,33.57,4.28,21.55,34.83,52.67
2016-01-27 07:00:00,642.21,1120.16,373.66,2276.27,559.08,106.77,999.41,749.11,53.08,13.91,36.18,4.28,20.17,37.05,55.86
2016-01-27 08:00:00,668.89,1202.95,386.73,2279.76,537.57,105.94,1019.41,826.57,46.89,12.71,36.68,4.15,20.51,31.89,53.07
2016-01-27 09:00:00,726.82,1237.47,427.44,2208.83,525.27,105.54,1074.76,840.8,48.6,12.58,35.31,3.12,18.8,29.35,59.36
2016-01-27 10:00:00,751.21,1248.44,391.88,2159.15,514.32,103.22,1076.27,811.51,47.66,17.05,39.37,6.6,18.68,27.65,56.05
2016-01-27 11:00:00,753.7,1274.02,428.8,1977.94,471.66,107.18,1011.94,833.35,45.86,21.03,45.4,8.06,18.1,24.82,53.75
2016-01-27 12:00:00,757.7,1277.14,476.55,1935.38,432.0,105.0,959.97,792.29,45.93,21.8,41.3,8.27,18.15,19.97,52.94
2016-01-27 13:00:00,758.33,1179.52,397.77,1927.78,409.08,103.23,939.38,752.49,48.38,21.68,42.71,7.88,17.31,19.07,51.04
2016-01-27 14:00:00,742.76,955.25,355.18,1910.34,418.53,103.86,931.79,751.61,47.33,20.75,43.8,8.85,16.82,18.18,54.39
2016-01-27 15:00:00,746.05,884.34,331.61,1864.05,446.64,108.06,905.32,767.84,46.03,21.44,43.77,8.35,17.1,19.1,52.27
2016-01-27 16:00:00,738.07,862.68,285.48,1895.6,479.91,105.79,872.2,788.82,47.49,21.26,41.8,8.35,17.51,17.09,54.63
2016-01-27 17:00:00,717.36,913.58,355.65,2003.09,505.17,120.45,874.16,790.21,46.01,21.46,54.4,8.18,17.2,21.25,60.08
2016-01-27 18:00:00,731.13,943.96,284.95,2022.15,517.86,122.41,880.9,794.66,50.07,22.42,70.98,8.63,18.66,30.36,82.78
2016-01-27 19:00:00,707.75,933.41,271.61,1449.08,518.1,121.9,762.43,803.47,53.29,23.1,71.38,9.48,19.57,35.03,64.58
2016-01-27 20:00:00,705.88,936.13,254.39,865.22,457.92,125.63,756.72,643.11,53.86,23.42,67.38,9.03,20.45,41.98,59.83
2016-01-27 21:00:00,691.46,932.0,256.12,804.9,444.84,127.67,720.45,627.02,54.17,23.28,63.83,8.36,20.83,43.44,50.09
2016-01-27 22:00:00,525.14,919.78,259.17,691.76,431.37,127.1,695.02,627.83,54.29,16.54,61.96,4.7,21.06,44.08,48.01
2016-01-27 23:00:00,523.82,883.17,257.83,687.86,314.34,110.12,729.09,617.51,52.91,15.85,32.53,4.32,20.87,43.29,57.48
2016-01-28 00:00:00,486.11,638.55,260.62,689.92,293.82,111.42,696.93,601.4,51.7,15.91,33.49,4.34,20.09,45.54,61.93
2016-01-28 01:00:00,482.94,548.7,262.08,782.08,362.7,111.62,742.06,550.62,52.56,15.74,34.23,4.47,19.38,48.11,61.19
2016-01-28 02:00:00,485.41,553.81,267.33,684.89,331.77,109.88,702.75,593.53,52.43,15.75,34.19,4.41,19.31,51.01,64.32
2016-01-28 03:00:00,487.75,553.84,278.4,686.17,341.28,110.99,741.31,597.6,52.25,15.7,34.87,4.38,19.75,51.98,69.33
2016-01-28 04:00:00,488.54,554.68,285.79,694.97,363.81,109.59,709.98,607.29,52.99,15.96,35.34,4.38,19.64,52.17,71.26
2016-01-28 05:00:00,626.39,555.96,301.18,688.9,375.09,111.33,839.94,827.86,52.66,15.74,35.14,4.37,19.35,51.67,71.55
2016-01-28 06:00:00,631.19,819.8,356.47,1086.41,404.04,107.88,1046.56,832.87,52.7,15.83,36.09,4.37,20.08,53.32,72.08
2016-01-28 07:00:00,655.35,858.97,399.42,2459.2,565.11,107.0,1068.99,833.1,52.73,15.56,37.53,4.37,20.04,53.34,72.88
