date,Fox_lodging_Helen,Fox_education_Andre,Fox_assembly_Tony,Fox_education_Claire,Fox_education_Ray,Fox_office_Thelma,Fox_office_Karima,Fox_office_Clayton,Fox_education_Yolande,Fox_office_Edythe,Fox_education_Ollie,Fox_assembly_Audrey,Fox_assembly_Sheldon,Fox_lodging_Stephen,Fox_education_Eddy
2016-03-19 21:00:00,504.83,404.99,114.59,70.57,30.65,67.4,24.64,91.15,495.27,93.45,104.91,16.17,44.24,107.04,350.26
2016-03-19 22:00:00,514.93,420.73,84.09,70.11,31.58,67.88,24.65,82.17,488.59,101.53,96.99,16.46,44.3,112.99,269.74
2016-03-19 23:00:00,490.92,434.71,58.93,70.51,33.92,68.26,25.87,73.09,489.84,102.57,95.55,10.89,44.14,104.35,175.79
2016-03-20 00:00:00,448.0,398.44,52.57,70.19,36.8,60.49,63.04,37.53,482.73,96.05,94.4,13.61,45.52,98.68,165.82
2016-03-20 01:00:00,456.48,391.16,51.98,70.01,38.36,59.63,65.32,36.49,483.4,96.47,92.75,15.2,43.43,87.38,154.99
2016-03-20 02:00:00,412.93,416.97,52.15,70.0,39.71,60.34,59.52,36.67,481.71,95.18,93.21,15.26,40.87,83.76,162.41
2016-03-20 03:00:00,393.87,407.16,52.88,70.21,45.18,60.15,56.92,35.84,478.11,96.64,94.67,14.93,41.16,81.52,144.69
2016-03-20 04:00:00,383.83,393.67,53.09,70.26,45.72,60.22,55.48,35.55,486.68,96.54,90.89,15.24,41.39,79.14,353.92
2016-03-20 05:00:00,372.68,392.7,54.23,70.0,47.92,59.66,54.75,54.08,481.36,96.39,94.35,15.28,54.68,76.89,392.87
2016-03-20 06:00:00,357.9,388.16,53.18,69.9,48.87,58.53,53.67,56.82,484.53,95.69,95.31,15.28,79.24,76.1,397.17
2016-03-20 07:00:00,340.7,386.56,48.77,67.56,47.53,55.04,49.18,51.58,490.43,97.36,95.43,14.82,87.91,73.22,380.5
2016-03-20 08:00:00,358.45,412.08,47.56,68.22,44.7,54.57,51.13,60.48,515.85,97.47,95.97,14.48,103.61,77.78,358.6
2016-03-20 09:00:00,372.85,404.54,53.79,67.06,38.4,56.02,54.46,73.6,532.95,99.6,97.08,14.77,117.73,76.68,312.14
2016-03-20 10:00:00,393.93,402.56,75.51,67.0,33.47,67.05,56.67,73.79,545.77,95.55,97.56,14.75,120.06,79.49,297.05
2016-03-20 11:00:00,415.23,431.14,81.53,67.02,28.28,64.71,57.67,80.79,531.21,98.17,94.78,14.77,121.56,83.06,280.98
2016-03-20 12:00:00,414.98,446.84,85.65,65.18,27.3,61.35,61.14,82.05,524.27,103.83,99.37,14.78,124.74,100.14,285.34
2016-03-20 13:00:00,436.88,448.49,98.71,65.26,27.14,60.73,63.87,97.39,524.39,102.1,104.61,14.82,124.97,98.79,282.09
2016-03-20 14:00:00,460.37,449.52,96.07,66.42,23.9,60.05,67.53,102.19,519.44,103.31,112.66,15.09,116.16,104.81,284.89
2016-03-20 15:00:00,473.63,470.82,100.34,67.64,24.26,62.73,72.69,111.96,513.58,104.14,114.2,14.84,116.6,105.49,279.13
2016-03-20 16:00:00,504.8,464.45,111.0,68.33,22.73,70.95,63.1,102.28,512.97,106.76,108.49,15.01,112.08,97.06,296.44
2016-03-20 17:00:00,538.95,452.45,112.2,67.89,24.01,82.31,21.27,115.3,516.25,99.84,107.8,14.78,107.37,103.33,300.24
2016-03-20 18:00:00,557.17,440.93,110.09,69.74,26.71,84.97,21.9,112.72,521.64,98.08,105.11,14.97,104.84,100.91,307.91
2016-03-20 19:00:00,573.65,421.29,123.09,73.51,28.37,75.8,26.26,111.81,508.33,94.05,102.0,16.57,105.28,104.94,327.08
2016-03-20 20:00:00,586.3,417.33,126.5,73.09,27.77,68.44,26.01,101.28,499.88,91.52,99.74,16.3,92.9,123.37,201.98
2016-03-20 21:00:00,589.1,417.23,99.41,71.52,28.94,68.08,25.47,100.91,490.1,91.36,100.02,16.43,49.67,130.64,167.16
2016-03-20 22:00:00,603.22,415.42,77.23,71.32,30.19,67.49,24.99,88.15,484.45,101.24,92.7,15.31,50.19,127.92,155.41
2016-03-20 23:00:00,581.57,403.01,58.26,70.47,31.53,67.89,25.28,85.72,481.92,103.81,87.95,11.0,51.42,122.36,157.38
2016-03-21 00:00:00,535.63,421.05,52.14,69.98,36.28,68.05,67.58,40.81,486.12,96.32,86.2,13.79,49.86,107.47,159.67
2016-03-21 01:00:00,473.97,403.02,53.06,70.54,35.94,65.85,68.2,38.87,482.75,102.41,82.92,15.47,48.65,105.61,153.54
2016-03-21 02:00:00,445.28,435.89,52.66,69.76,36.03,60.26,62.71,39.15,484.33,98.46,81.6,15.45,47.93,97.14,335.33
2016-03-21 03:00:00,413.52,393.56,52.35,69.63,44.04,59.87,58.72,38.89,479.83,100.17,82.03,15.32,47.54,89.47,372.58
2016-03-21 04:00:00,392.28,394.23,53.16,68.8,45.87,59.61,57.14,38.4,476.13,100.97,83.29,15.29,48.2,79.23,386.73
2016-03-21 05:00:00,381.5,389.26,72.41,70.2,47.35,59.86,55.18,46.71,481.28,108.98,93.65,15.34,62.18,77.79,386.65
2016-03-21 06:00:00,373.33,405.05,99.83,74.82,54.28,59.03,55.38,63.29,490.82,117.25,95.61,15.31,81.01,76.33,395.83
2016-03-21 07:00:00,368.63,408.08,110.21,77.81,56.76,64.4,53.39,63.15,510.02,123.16,99.92,14.63,89.89,79.02,388.49
2016-03-21 08:00:00,393.02,449.13,112.57,85.45,53.85,141.76,64.94,89.05,552.52,132.64,110.43,14.77,107.61,82.51,381.57
2016-03-21 09:00:00,395.52,476.88,115.03,92.61,43.39,205.42,76.62,106.19,606.48,148.6,123.41,16.13,121.03,83.03,355.11
2016-03-21 10:00:00,419.77,496.24,117.72,96.44,39.45,208.48,91.26,114.46,647.56,151.36,140.89,16.0,125.06,84.69,344.64
2016-03-21 11:00:00,441.55,527.51,117.61,99.04,39.8,211.5,98.28,116.45,650.85,148.86,144.09,15.02,124.08,86.72,337.61
2016-03-21 12:00:00,412.82,527.31,118.41,96.94,37.43,216.74,105.42,129.57,624.2,152.43,143.94,14.9,130.87,101.06,332.48
2016-03-21 13:00:00,422.47,484.09,118.27,98.26,37.52,212.2,109.2,134.71,617.78,152.51,151.36,18.89,130.1,105.02,323.76
2016-03-21 14:00:00,457.23,518.1,121.13,98.46,37.32,211.32,111.36,135.27,609.54,155.47,150.52,19.41,121.67,93.6,316.42
2016-03-21 15:00:00,469.08,499.02,122.75,97.24,32.61,202.16,109.01,135.94,626.84,148.42,155.54,19.57,120.16,94.66,307.54
2016-03-21 16:00:00,505.23,487.68,120.63,92.28,31.99,193.97,108.81,135.45,612.21,142.81,146.89,19.55,111.04,96.28,314.25
2016-03-21 17:00:00,532.67,478.76,121.34,85.77,31.46,171.83,106.96,134.29,588.86,138.27,138.74,15.74,109.44,100.89,319.64
2016-03-21 18:00:00,551.03,463.56,115.87,81.0,30.49,152.36,93.7,129.23,563.72,135.37,145.53,15.88,114.61,98.0,324.36
2016-03-21 19:00:00,565.5,476.87,130.53,83.44,31.31,101.88,86.55,125.51,541.39,126.47,156.78,16.61,113.08,104.66,337.75
2016-03-21 20:00:00,582.93,480.17,131.48,78.04,30.16,81.44,78.89,118.7,526.2,120.21,158.39,16.56,93.59,110.12,340.43
2016-03-21 21:00:00,591.52,447.85,131.83,75.77,29.1,80.56,63.59,116.47,512.46,115.04,148.87,16.76,49.3,111.4,350.24
2016-03-21 22:00:00,594.63,455.22,107.68,75.82,29.63,79.93,26.68,109.97,496.26,127.0,131.58,15.7,50.54,110.35,253.89
2016-03-21 23:00:00,577.38,490.95,71.89,75.31,29.49,80.6,25.29,91.46,500.37,124.27,121.12,11.22,49.14,122.75,159.97
2016-03-22 00:00:00,530.47,417.96,54.57,74.35,31.98,80.01,75.23,47.88,503.56,123.33,124.91,14.42,48.52,110.83,166.27
2016-03-22 01:00:00,484.32,412.76,54.27,75.5,32.98,80.29,94.61,46.99,501.11,121.89,122.1,14.9,48.3,98.89,160.43
2016-03-22 02:00:00,439.67,385.88,54.78,73.24,34.51,78.93,95.46,46.32,491.67,101.61,103.66,15.02,48.12,84.92,320.01
2016-03-22 03:00:00,417.8,385.67,53.34,73.48,32.9,78.79,95.43,44.67,488.04,98.84,98.46,14.94,47.95,82.51,358.93
2016-03-22 04:00:00,401.22,385.0,56.39,71.19,31.73,123.71,94.06,42.81,491.98,99.44,93.68,14.8,48.52,81.21,350.18
2016-03-22 05:00:00,394.48,386.87,72.46,70.92,31.76,150.57,93.27,65.07,489.82,105.04,97.32,14.92,66.26,78.39,355.14
2016-03-22 06:00:00,380.53,384.51,95.5,78.33,40.97,139.47,89.44,81.65,496.02,111.51,100.59,14.99,78.5,77.04,367.2
2016-03-22 07:00:00,389.99,420.46,97.74,80.98,46.15,134.94,88.37,64.02,528.32,119.36,96.29,14.56,87.25,75.76,382.12
2016-03-22 08:00:00,422.13,432.56,100.7,92.35,41.81,177.59,101.84,87.7,575.55,136.08,99.88,14.45,105.54,77.24,385.43
2016-03-22 09:00:00,407.05,458.13,103.57,100.96,40.2,190.15,117.74,117.76,613.85,147.43,119.65,14.65,110.86,78.38,341.43
2016-03-22 10:00:00,412.55,475.0,102.93,105.13,39.27,196.44,121.17,118.09,625.88,147.5,132.3,15.13,122.06,80.7,332.18
2016-03-22 11:00:00,402.68,480.73,104.74,105.12,41.7,200.31,123.43,122.48,626.89,153.22,147.27,14.78,126.73,92.05,326.18
2016-03-22 12:00:00,397.72,518.34,103.9,106.79,39.88,202.15,125.95,132.3,616.83,155.42,151.91,14.46,129.66,102.09,331.26
2016-03-22 13:00:00,405.35,487.85,105.59,104.2,39.94,197.6,126.44,133.72,599.39,155.73,148.47,18.17,128.03,93.27,326.89
2016-03-22 14:00:00,421.32,475.45,106.74,102.86,35.96,196.57,127.09,136.48,604.06,152.82,146.86,19.5,116.9,105.24,330.96
2016-03-22 15:00:00,458.9,519.98,105.16,98.98,32.16,191.77,130.89,136.41,609.55,156.2,147.33,19.74,129.73,95.45,320.19
2016-03-22 16:00:00,477.4,512.62,104.94,92.64,31.1,184.46,126.95,132.66,605.94,153.81,156.37,19.77,117.53,107.83,339.1
2016-03-22 17:00:00,538.03,478.69,104.26,84.62,29.12,164.3,119.45,126.23,590.17,150.07,145.23,14.92,107.39,105.13,344.17
2016-03-22 18:00:00,520.63,486.87,112.66,77.31,28.73,132.56,109.02,117.41,552.53,145.01,144.12,14.56,102.46,103.02,352.53
2016-03-22 19:00:00,545.58,450.2,127.98,79.01,31.82,98.49,102.27,116.25,528.42,150.01,142.51,15.03,100.17,102.94,357.87
2016-03-22 20:00:00,567.73,455.95,129.49,78.87,32.9,84.8,99.87,119.45,507.31,139.14,129.26,15.0,89.75,108.72,360.55
2016-03-22 21:00:00,574.57,449.1,129.32,76.58,34.97,83.2,77.36,105.85,499.32,122.05,121.47,15.3,48.79,111.76,370.21
2016-03-22 22:00:00,576.22,420.57,108.09,76.11,34.54,83.05,24.74,94.16,488.84,121.32,116.34,15.33,50.98,106.14,281.79
2016-03-22 23:00:00,524.93,418.02,72.73,75.23,39.05,83.56,24.78,74.68,496.78,124.0,101.4,10.44,50.22,104.14,164.22
2016-03-23 00:00:00,484.4,400.3,55.46,75.79,41.92,82.88,72.55,40.96,498.54,118.01,105.08,12.99,49.37,104.0,169.25
2016-03-23 01:00:00,458.42,397.53,55.46,74.96,47.04,82.1,91.14,38.94,492.44,121.21,109.1,14.83,48.6,92.32,164.35
2016-03-23 02:00:00,430.3,418.22,54.73,75.86,48.24,83.93,86.48,29.02,492.17,110.98,109.38,14.88,48.11,90.63,354.37
2016-03-23 03:00:00,401.07,386.15,52.89,74.25,49.86,84.81,83.75,26.5,493.88,109.63,111.02,14.83,48.02,82.11,411.45
2016-03-23 04:00:00,382.17,390.21,55.18,71.18,50.96,120.76,82.61,25.96,493.31,103.7,106.46,14.77,48.82,76.93,395.17
2016-03-23 05:00:00,371.75,379.31,78.34,70.21,53.4,129.81,77.84,42.11,489.61,111.05,112.95,14.71,56.24,75.96,400.83
2016-03-23 06:00:00,374.23,395.36,100.55,74.42,63.31,119.2,78.27,59.83,507.79,115.83,120.41,14.63,81.72,74.88,409.75
2016-03-23 07:00:00,382.52,413.08,100.95,77.96,61.81,119.46,76.88,58.94,541.66,119.61,116.52,14.43,100.76,74.31,409.27
2016-03-23 08:00:00,385.77,436.92,104.83,83.6,54.92,162.76,87.43,71.27,600.18,140.03,114.73,14.75,105.06,76.78,407.17
2016-03-23 09:00:00,376.25,457.31,113.83,89.69,51.43,177.37,106.29,79.29,619.2,154.96,127.94,15.9,127.35,78.74,381.78
2016-03-23 10:00:00,385.08,470.81,115.25,96.35,49.15,190.23,109.53,98.21,632.75,164.93,137.79,15.27,130.97,80.93,365.75
2016-03-23 11:00:00,381.27,489.38,113.29,102.34,48.1,199.21,114.02,100.67,625.25,166.64,140.59,16.58,132.31,85.79,366.84
2016-03-23 12:00:00,401.03,523.68,114.36,102.29,45.04,201.3,117.08,119.42,616.11,169.01,136.74,16.02,131.6,94.42,366.52
2016-03-23 13:00:00,404.05,514.84,114.71,98.36,42.11,195.94,119.24,118.28,613.44,170.44,134.43,18.71,131.93,96.82,361.83
2016-03-23 14:00:00,408.68,553.29,116.02,100.29,42.31,194.19,121.5,118.69,607.49,172.27,140.07,18.7,136.48,115.05,365.56
2016-03-23 15:00:00,429.4,523.79,116.13,100.4,38.74,194.97,114.44,125.96,611.96,167.27,141.51,18.61,127.45,97.55,365.35
2016-03-23 16:00:00,429.4,523.79,116.13,100.4,38.74,194.97,114.44,125.96,611.96,167.27,141.51,18.61,127.45,97.55,365.35
2016-03-23 17:00:00,375.35,345.0,84.83,60.97,29.11,117.58,88.47,95.66,432.75,110.81,110.91,10.76,97.37,74.17,263.23
2016-03-23 18:00:00,538.63,454.27,111.91,76.35,40.37,137.67,107.66,116.29,564.16,147.61,157.05,15.61,115.41,97.34,362.81
2016-03-23 19:00:00,562.57,474.11,132.3,79.81,39.97,98.83,99.59,98.92,546.66,137.67,156.05,16.31,113.63,107.06,372.58
2016-03-23 20:00:00,548.69,448.01,133.85,79.42,37.36,82.29,96.21,89.44,518.9,132.5,152.04,16.17,93.81,103.24,378.36
2016-03-23 21:00:00,553.98,440.86,132.02,78.95,37.63,82.64,77.61,81.75,509.44,132.59,156.27,15.43,45.62,119.9,395.38
2016-03-23 22:00:00,561.88,442.95,109.02,77.54,45.5,82.92,31.67,82.28,506.01,139.58,140.37,16.14,42.51,109.69,284.19
2016-03-23 23:00:00,499.43,447.88,72.47,77.22,49.42,83.56,27.58,64.75,493.88,135.91,119.27,12.2,41.65,109.66,169.18
2016-03-24 00:00:00,477.33,456.23,56.75,76.83,51.65,81.59,70.4,37.62,488.45,131.46,117.17,13.91,41.84,100.16,176.71
2016-03-24 01:00:00,440.13,433.64,58.54,76.92,54.57,84.13,91.24,37.17,487.84,131.39,119.41,14.8,41.35,101.27,175.5
2016-03-24 02:00:00,394.02,404.82,56.36,76.18,57.45,90.22,86.25,31.93,483.41,110.92,116.1,14.74,41.76,91.03,386.03
2016-03-24 03:00:00,372.12,388.68,55.09,76.71,58.8,81.75,80.64,30.74,484.84,100.97,101.99,14.86,41.22,80.63,419.95
2016-03-24 04:00:00,354.75,381.55,57.47,72.1,58.32,118.52,80.59,31.3,486.08,103.09,83.75,14.88,42.6,78.15,422.7
2016-03-24 05:00:00,347.25,378.46,80.74,75.29,60.72,130.79,81.38,47.71,485.29,109.09,90.21,14.83,53.94,76.92,418.17
2016-03-24 06:00:00,346.58,403.76,103.83,56.22,63.62,125.07,78.32,63.78,491.65,115.29,94.39,14.6,82.2,75.65,417.56
2016-03-24 07:00:00,361.18,404.16,101.55,49.25,67.78,124.96,77.14,59.65,524.2,121.04,96.0,14.51,90.27,75.51,405.54
2016-03-24 08:00:00,384.32,436.3,105.43,58.64,65.06,169.6,96.05,73.8,576.03,134.99,99.81,16.14,110.91,80.76,400.92
2016-03-24 09:00:00,384.25,465.61,114.58,69.94,61.48,180.16,112.69,88.91,621.63,144.73,117.58,16.0,136.94,81.34,391.92
2016-03-24 10:00:00,395.68,528.4,116.47,74.43,54.48,198.82,118.15,101.43,634.47,155.26,132.58,16.04,142.91,78.74,346.54
2016-03-24 11:00:00,387.78,518.42,117.69,76.1,47.03,209.98,120.75,115.24,652.56,168.29,136.17,15.46,143.65,81.27,335.95
2016-03-24 12:00:00,379.43,504.86,117.63,111.12,44.7,214.83,122.68,126.67,641.13,172.04,139.59,14.81,144.94,94.66,362.8
2016-03-24 13:00:00,394.8,502.08,116.54,109.38,44.32,205.47,121.89,127.96,627.14,163.05,141.82,15.69,137.75,100.87,359.1
2016-03-24 14:00:00,405.38,505.56,117.35,105.71,42.28,202.23,121.4,128.69,625.48,155.76,146.33,16.82,139.9,102.11,334.86
2016-03-24 15:00:00,415.58,484.92,119.22,101.81,38.25,202.57,125.36,126.46,619.68,149.85,143.72,18.18,140.96,93.77,325.37
2016-03-24 16:00:00,454.2,513.17,119.15,96.93,33.31,200.02,119.98,127.93,605.09,145.11,135.92,18.32,122.0,96.49,341.14
2016-03-24 17:00:00,520.33,474.97,118.98,87.49,31.61,178.93,114.66,126.12,589.78,137.76,128.14,14.72,113.15,110.17,348.54
2016-03-24 18:00:00,520.3,471.74,116.5,77.2,31.34,153.41,106.92,121.45,568.63,125.08,124.85,14.23,114.72,92.38,361.26
2016-03-24 19:00:00,520.43,450.56,131.38,77.15,33.53,113.79,101.85,113.92,553.89,120.84,118.59,15.18,112.48,98.16,365.44
2016-03-24 20:00:00,521.87,454.3,132.88,76.57,36.43,95.23,94.63,101.65,540.55,109.62,111.84,14.47,111.43,101.62,374.32
2016-03-24 21:00:00,566.33,462.78,131.21,74.84,39.06,94.66,77.87,92.63,532.78,107.67,114.82,14.45,49.77,98.71,395.94
2016-03-24 22:00:00,547.7,434.92,109.23,74.26,41.07,92.91,26.98,94.21,509.81,124.24,101.71,14.81,54.78,100.28,290.04
2016-03-24 23:00:00,512.42,445.1,83.4,73.58,46.52,98.89,26.03,73.88,498.29,131.48,94.52,11.0,55.96,103.21,178.55
2016-03-25 00:00:00,470.78,434.82,67.37,72.76,50.53,99.8,70.4,34.52,494.72,121.78,95.38,13.99,53.53,101.57,174.68
2016-03-25 01:00:00,428.35,420.67,65.98,73.7,52.21,102.74,91.21,27.69,495.51,116.04,94.2,15.37,47.96,97.61,174.72
2016-03-25 02:00:00,392.57,394.85,65.38,74.27,53.11,113.55,85.95,27.61,493.69,106.63,91.18,14.68,48.12,89.92,361.46
2016-03-25 03:00:00,377.4,401.53,64.57,72.36,54.02,113.37,83.38,27.39,498.63,101.41,85.18,14.85,48.04,83.39,407.1
2016-03-25 04:00:00,359.15,402.93,66.78,71.29,55.62,142.6,77.69,27.33,494.03,100.14,81.73,14.87,48.7,81.61,405.16
2016-03-25 05:00:00,347.03,404.38,90.76,72.29,59.02,155.78,75.1,42.21,491.53,106.62,93.29,14.76,57.92,84.79,405.74
2016-03-25 06:00:00,358.95,413.34,108.97,77.51,62.02,149.28,72.27,60.71,503.25,113.29,97.54,14.51,80.84,76.68,407.84
2016-03-25 07:00:00,352.92,400.85,100.59,80.38,65.64,158.97,75.83,59.46,534.26,115.11,104.57,14.6,87.89,77.01,404.86
2016-03-25 08:00:00,349.4,438.91,108.96,87.7,62.71,180.89,88.43,73.53,586.84,123.4,109.76,15.95,103.26,82.57,390.02
2016-03-25 09:00:00,378.43,450.39,118.25,93.66,57.23,193.38,103.55,84.49,622.6,132.97,121.13,15.99,118.38,79.44,363.46
2016-03-25 10:00:00,382.22,503.35,115.83,95.3,48.79,192.24,106.8,106.12,635.14,146.48,129.55,15.97,121.97,85.61,361.31
2016-03-25 11:00:00,388.07,509.15,115.03,97.38,45.17,197.08,112.82,110.73,649.05,150.93,136.79,15.7,125.71,89.24,357.22
2016-03-25 12:00:00,393.37,513.81,116.72,93.5,44.11,199.8,109.14,120.04,625.98,140.73,142.83,14.3,126.62,102.17,352.02
2016-03-25 13:00:00,411.95,505.68,119.14,90.03,42.09,198.03,111.68,120.67,604.78,135.97,145.77,17.82,126.22,99.68,345.48
2016-03-25 14:00:00,443.08,492.94,115.85,87.11,41.14,199.87,115.16,121.13,612.91,136.35,141.07,18.0,137.84,107.02,335.4
2016-03-25 15:00:00,452.95,490.67,114.22,82.55,37.31,201.03,112.97,126.85,617.01,135.05,137.42,18.0,136.37,105.54,328.59
2016-03-25 16:00:00,479.65,498.91,110.97,80.63,35.49,195.35,112.73,125.83,581.08,130.35,125.45,18.92,131.66,111.63,332.77
2016-03-25 17:00:00,515.97,473.55,103.37,73.89,35.98,170.79,104.71,116.09,579.88,123.5,108.54,14.77,117.37,95.9,326.12
2016-03-25 18:00:00,505.97,465.3,104.85,70.87,34.03,145.78,98.53,109.82,558.58,108.56,108.76,14.15,109.4,92.67,329.24
2016-03-25 19:00:00,504.1,468.25,129.19,72.66,36.92,102.85,91.91,100.8,534.3,98.69,115.58,14.49,112.92,100.01,351.89
2016-03-25 20:00:00,537.48,429.84,132.99,72.96,35.9,89.99,86.18,97.41,533.95,97.56,119.9,14.43,97.78,97.89,356.39
2016-03-25 21:00:00,489.78,432.07,132.58,72.72,34.94,87.01,68.81,91.34,518.2,106.89,118.44,14.49,56.42,98.49,368.4
2016-03-25 22:00:00,493.52,419.79,103.38,72.38,35.51,88.63,29.39,74.91,510.93,115.87,108.61,14.58,48.67,97.95,274.64
2016-03-25 23:00:00,483.32,407.63,67.01,72.52,35.39,87.02,27.82,71.38,511.56,115.62,104.09,11.48,46.44,92.72,164.78
2016-03-26 00:00:00,448.07,398.99,51.19,71.9,40.49,88.7,63.03,37.62,502.95,112.75,100.89,15.22,44.75,92.29,161.29
2016-03-26 01:00:00,421.28,391.22,50.62,72.25,43.93,89.4,79.38,36.84,494.24,106.65,102.98,15.79,45.22,91.99,164.29
2016-03-26 02:00:00,402.32,403.99,50.38,73.83,49.84,93.48,76.61,26.35,499.89,100.13,94.37,14.51,43.84,82.99,164.43
2016-03-26 03:00:00,376.83,402.23,50.79,73.43,48.83,97.42,76.38,25.95,491.75,96.32,88.21,14.49,44.32,78.94,148.85
2016-03-26 04:00:00,361.55,388.69,50.44,70.14,48.55,101.62,79.59,25.94,487.6,96.94,88.69,14.61,43.96,77.4,352.71
2016-03-26 05:00:00,361.18,390.45,50.76,70.28,52.06,110.6,76.42,40.69,492.29,95.56,105.21,14.61,53.11,77.51,398.92
2016-03-26 06:00:00,344.73,384.42,76.44,70.06,56.04,126.58,75.22,57.62,499.58,93.84,107.81,14.42,82.73,74.3,398.39
2016-03-26 07:00:00,340.95,399.63,80.64,68.68,57.91,120.2,73.57,52.89,505.68,89.84,107.52,14.02,86.84,72.77,371.88
2016-03-26 08:00:00,325.18,392.25,85.77,67.65,55.24,114.48,82.24,60.01,517.4,104.12,99.33,14.08,105.08,70.97,351.81
2016-03-26 09:00:00,322.1,380.71,114.82,67.94,51.35,106.01,84.09,71.29,534.05,111.98,96.96,17.24,126.23,70.24,315.16
2016-03-26 10:00:00,367.13,406.6,116.68,68.02,45.09,103.41,88.04,79.4,544.06,116.18,101.23,17.74,125.3,71.31,308.56
2016-03-26 11:00:00,392.88,407.91,115.41,68.7,36.46,103.6,86.98,91.89,530.0,107.09,100.0,17.89,119.01,84.86,296.56
2016-03-26 12:00:00,387.3,430.39,112.02,68.48,35.74,102.81,86.88,93.38,526.24,103.56,107.37,17.8,123.15,81.93,301.18
2016-03-26 13:00:00,420.22,434.0,111.52,68.62,32.13,104.85,87.68,101.52,526.25,91.32,114.15,18.08,124.65,98.59,299.21
2016-03-26 14:00:00,415.1,453.33,110.45,67.63,31.33,105.1,89.65,101.47,513.39,87.19,114.12,14.43,122.0,94.04,304.22
2016-03-26 15:00:00,450.27,445.35,107.81,67.62,31.16,104.31,90.62,102.35,505.73,87.08,113.94,13.98,117.98,86.68,305.03
2016-03-26 16:00:00,468.4,438.15,108.25,68.3,29.57,102.87,77.65,109.15,511.94,87.22,112.19,15.03,110.08,91.97,313.54
2016-03-26 17:00:00,512.32,432.14,104.99,67.88,27.55,103.35,21.75,104.1,508.72,88.7,108.49,13.59,108.99,96.74,322.08
2016-03-26 18:00:00,495.98,413.75,101.12,67.85,31.0,84.5,20.71,107.57,505.47,86.64,105.4,14.09,106.7,98.36,325.34
2016-03-26 19:00:00,504.07,415.01,115.32,71.23,34.59,80.5,24.26,103.14,506.32,92.26,105.48,14.4,108.98,90.26,338.25
2016-03-26 20:00:00,503.58,439.16,114.43,71.12,36.23,81.97,24.99,95.95,500.8,92.45,102.69,14.45,95.36,93.83,341.13
2016-03-26 21:00:00,493.8,400.32,99.57,71.13,38.98,82.54,25.18,89.5,499.57,92.31,101.47,14.48,42.59,103.79,350.15
2016-03-26 22:00:00,500.17,417.26,67.78,71.08,41.45,82.54,25.8,87.92,495.83,93.12,93.4,15.41,42.51,105.83,258.02
2016-03-26 23:00:00,465.37,398.21,56.73,71.43,42.95,83.14,25.62,65.24,490.58,94.12,92.94,13.45,42.32,100.32,154.22
2016-03-27 00:00:00,423.1,412.48,51.91,71.65,44.03,84.97,74.67,41.76,492.35,94.34,93.27,19.1,41.89,92.58,150.36
2016-03-27 01:00:00,404.42,386.0,51.01,71.91,43.56,85.36,92.71,40.23,490.42,96.16,97.86,16.84,42.24,88.49,150.23
2016-03-27 02:00:00,381.13,413.26,50.85,72.52,44.33,86.7,89.21,30.29,495.63,96.44,100.5,14.6,41.61,81.81,148.52
2016-03-27 03:00:00,371.45,394.81,50.75,72.01,45.04,90.52,85.78,29.18,493.52,96.68,98.94,14.58,42.11,76.59,149.76
2016-03-27 04:00:00,350.08,392.67,50.54,71.85,46.82,92.9,82.95,29.38,490.72,96.82,106.5,14.45,41.49,75.45,360.25
2016-03-27 05:00:00,354.58,388.07,50.43,71.74,47.8,102.27,83.97,43.91,491.38,97.57,117.34,14.71,55.47,74.39,414.53
2016-03-27 06:00:00,355.08,399.83,48.76,71.12,53.77,128.37,81.26,60.28,496.54,94.45,126.54,14.55,80.42,73.12,406.43
2016-03-27 07:00:00,338.02,400.93,44.77,68.71,58.53,114.9,77.08,55.01,496.89,95.46,123.49,14.2,90.42,69.39,379.2
2016-03-27 08:00:00,334.87,408.21,45.51,68.73,57.15,115.04,84.68,58.9,512.82,97.96,119.08,14.15,103.37,71.18,358.25
2016-03-27 09:00:00,338.63,404.62,48.16,68.98,51.25,108.57,86.09,67.52,530.51,93.65,119.26,14.76,117.74,77.83,313.05
2016-03-27 10:00:00,375.45,407.05,72.08,68.61,37.79,103.71,88.69,80.69,540.01,96.8,114.36,17.15,120.8,74.62,306.21
2016-03-27 11:00:00,381.12,390.86,77.66,68.49,35.11,103.37,86.95,79.4,539.51,95.84,116.62,16.86,122.81,78.62,297.75
2016-03-27 12:00:00,378.22,434.79,81.19,69.15,32.44,107.52,90.19,83.51,515.57,93.86,123.91,13.99,132.53,81.84,298.12
2016-03-27 13:00:00,374.63,414.36,91.83,69.54,31.97,107.4,91.42,97.44,513.08,94.06,118.58,14.08,130.92,83.2,301.14
2016-03-27 14:00:00,373.22,416.7,94.64,69.64,31.21,106.65,91.3,105.33,527.19,92.77,113.96,14.13,124.47,92.18,305.34
2016-03-27 15:00:00,442.43,469.56,94.15,69.86,25.46,106.03,92.69,100.46,531.1,89.18,117.74,13.77,127.09,92.64,311.33
2016-03-27 16:00:00,461.17,456.9,90.47,69.02,21.55,104.96,76.97,111.76,535.24,90.28,125.47,14.04,118.29,99.46,316.88
2016-03-27 17:00:00,513.48,430.29,90.51,69.12,21.95,103.42,21.3,109.56,528.39,85.09,121.68,13.92,107.59,95.26,322.61
